제목 형태소,본문 형태소
"['명절', '선물', '디씨']",[]
"['스키', '진', '팬']","['톡', '댓', '래서', '진짜', '학폭', '생각']"
"['에이', '티', '정우영', '솔로', '무대']","['케이', '콘', '솔로', '무대', '배드', '대박', '진짜', '최고다']"
"['장원영', '뭔가']","['어른', '남자', '연예인', '도', '연애', '결혼', '뭔가', '돈', '얼굴', '별로', '재벌', '세', '일반인', '거', '뭔가', '삘']"
"['시아버지', '살', '자고']","['제목', '그대로', '임', '아버님', '어머님', '형님', '누', '신랑', '친정', '부모님', '저', '남동생', '아버님', '자꾸', '농담', '진담', '반', '옛날', '방식', '당신', '나이', '병', '생기', '집', '병', '발도', '집', '살', '다빈', '말로', '네', '진심', '것', '점차', '사회', '거리', '두기', '도', '그냥', '대응', '극적', '계속', '말씀', '퇴치', '비법', '참고', '친정', '부모님', '말로', '말씀']"
"['마기', '이', '거', '웃기', '십']",[]
"['명절', '때', '꼭', '양가', '부모님', '용돈']","['이제', '서른', '살', '예비', '신부', '예비신랑', '서른', '올해', '연애', '중', '아가', '부랴부랴', '결혼', '준비', '글', '친한친구', '친구', '결혼', '한지', '년', '정도', '둘', '제', '여러가지', '자문', '구', '결혼', '돈', '천지인', '것', '친구', '말', '행사', '때', '양가', '부모님', '용돈', '어버이날', '생신', '명절', '목돈', '저희', '양쪽', '모두', '아버지', '데', '친정엄마', '사실', '할머니', '손', '성인', '왕래', '케이스', '라크', '뭐', '도리', '필요', '것', '어머님', '것', '오빠', '생신', '때', '한번', '적', '친구', '며느리', '제', '그냥', '만원', '정도', '용돈', '요', '명절', '굳이', '용돈', '오빠', '지금', '용돈', '적도', '식구', '끼리', '모', '명절', '쇠', '고집', '듯', '친구', '말', '꼭', '용돈', '오빠', '벌이', '후', '정도', '것', '이제', '아가', '전업', '주부', '라돈', '빠듯할', '것', '꼭', '용돈', '결', '친', '며느리', '용돈', '꼭']"
"['방탄', '탑', '순위', '바']",[]
"['본진', '최애', '본업', '부', '심', '폭발', '영상']","['잡덕', '그룹', '누가', '노래', '누가', '춤', '알', '얉', '간', '느낌', '팬', '직접', '자랑', '본진', '최애', '본업', '존잘', '영상', '추천', '실력', '부심', '뻐렁치', '노래', '춤', '랩', '남돌', '돌', '영상', '링크', '것', '서치', '좀', '걸겡', '동방신기', '소녀시대', '샤이니', '투애니원', '투피엠', '에프엑스', '하이라이트', '인피니트', '에이핑크', '비원에이포', '비투비', '빅스', '엑소', '뉴이스트', '방탄소년단', '레드', '벨벳', '위너', '아이콘', '여자친구', '마마', '무', '러블', '리즈', '마이걸', '트와이스', '몬스타', '엑스', '블랙', '핑크', '세븐', '틴', '엔씨', '티', '펜타곤', '우주소녀', '데이', '식스', '빅톤', '아스트로', '아이', '에스에프', '나인', '더보이즈', '스트', '레이', '키즈', '에이', '티', '투바', '투', '위', '클리', '에스', '파', '스테이']"
"['몽쉘', '통통', '제로', '후기']",[]
"['스', '우파', '화', '예고', '봄']","['요도', '젤', '줄', '조회', '수도', '제일', '혹평', '리정']"
"['너희', '집', '다이소']","['얼마나', '분', '본당', '다이소', '집', '거리', '스', '우파', '노제', '리정']"
"['걸스', '플래닛']","['그룹', '닝바히', '권', '마야', '그', '둘', '진짜', '이해', '영', '채연', '응원', '만', '애가']"
"['직장', '간', '안', '간다']",[]
"['방탄', '명', '엔시', '티', '명']","['금요일', '시', '발매', '진입', '이용', '자수']"
"['이번', '컴백', '반응', '별로']","['네이버', '대중', '댓글', '류진', '예지', '리아', '채령', '유나', '로코']"
"['에이', '티', '회사', '애']","['에이', '티', '요즘', '관심', '것', '것', '생일', '브이', '앱', '보고', '진짜', '거', '실화', '그냥', '케이크', '브이', '앱', '저기', '미역국', '치킨', '산', '고기', '케이크', '보임', '여기', '회사', '에이', '티', '진심', '회사', '생일', '지금', '충격', '그', '자체', '뭐얌', '댓글', '요즘', '관심', '그룹', '내', '본진', '진짜', '대충', '마음', '지금', '덕분', '알', '간다']"
"['샤킬', '오닐', '억', '포기', '이유']",[]
"['로제', '욕', '상황']","['인기', '꼴등', '주인', '공병']"
"['머리', '춤', '모니카', '노제']","['사진', '날', '얼굴', '최고다', '전적', '잘생쁨', '트렌디', '스', '우파', '스트릿', '우먼', '파이터', '프라', '우드', '모니카', '웨이', '비', '노제']"
"['방탄', '진', '지민', '뷔', '사무실', '안', '계약', '위반']","['누가', '거', '판', '법']"
"['차', '은우', '매출', '억', '펜트하우스']","['아스트로', '전체', '매출', '억', '번', '참고', '작년', '판타지오', '매출', '공시', '기준', '억']"
"['방탄', '개인', '계정', '안', '여', '이유']","['톡', '불화설', '이유']"
"['나', '짝남', '가능성', '거']","['진짜', '지금', '학교', '모', '활동', '말', '적', '영어', '내신', '학', '기반', '월', '얘', '시작', '오늘', '처음', '디엠', '봄', '왜', '파티', '찬', '갈래', '고해', '줫', '때', '폰']"
"['목숨', '선로', '아이', '구', '영웅']",[]
"['케이', '콘', '간', '코카', '앤', '버터']","['존멋', '피부', '태닝', '개', '더', '이상', '순두부']"
"['오늘', '지젤', '조카']","['거', '보고', '함', '진짜', '지젤', '욕', '서해', '년놈']"
"['방탄', '지민', '만원', '니트', '품절']","['방탄', '팬', '부자', '금액', '단위', '백만원', '천만원', '막', '그냥', '품절', '전', '품절', '글', '판', '다른', '멤버', '거', '품절', '클릭', '잘못', '기사', '이기', '사라', '지민', '거만', '링크']"
"['나', '서양', '번', '못', '봄']","['나', '코로나', '전', '동남아', '여행', '정도', '베트남', '쪽', '유럽', '미국', '캐나다', '호주', '뉴질랜드', '아프리카', '중동', '남미', '등', '한국', '저', '멀리', '국가', '한번', '못', '코로나', '언제', '종식', '지도', '코로나', '전', '동남아', '돈', '차라리', '두바이', '동남아', '돈', '더', '터키', '호주', '유럽', '걸']"
"['얘', '걸프', '애']",[]
['거'],"['비주', '얼', '하나', '대박', '이지', '유진', '윤아', '크리스탈', '설리', '아이린', '돌판', '분', '캐스팅']"
"['오징어', '게임', '넷플', '인터뷰', '블핑제', '언급', '함']","['제니', '정호', '연', '커피차', '현장', '방문', '이정재', '블핑', '제니', '오징어', '게임', '엔딩크레딧', '제니', '이름', '제니', '호연', '친목', '이정재', '블핑', '다큐', '박', '해수', '추천', '함', '젠득']"
"['내', '생일', '월', '일이', '욕']","['내', '생일', '월', '일임', '학교', '각자', '생일', '얘기', '내', '생일', '말함', '년', '너', '세월호', '날', '케익', '노래', '기적', '갑', '애', '왜', '새끼', '사람', '때', '닌', '집', '파티', '화', '데']"
"['오징어', '게임', '제작사', '진짜']","['전화번호', '노출', '지금', '피해', '사람', '명', '건', '수', '의도', '치', '부분', '전화번호', '방법', '것', '위', '사진', '피해자', '영업', '용', '전화번호', '번호', '변경', '함', '분', '취준생이시', '입사', '합격', '전화', '때문', '번호', '차단', '상황', '출처', '트위터', '상식', '드라마', '제작사', '인간', '수가', '건가', '배상', '얘기', '만원', '함']"
"['모니카', '모먼트']","['담배', '신정우', '지금', '모니카', '풍뎅이', '모니카', '금발', '거기', '교복', '윙크', '모니카', '촛불', '끌때', '완전', '모니카', '에이', '모니카', '뉴스', '때', '진짜', '토끼', '립', '제이', '모니카']"
['채령'],"['데뷔', '때', '지금', '스타', '일링', '류진', '예지', '빵', '임유나', '리아', '류진', '예지', '다음', '채령', '그닥', '노래', '파트', '유나', '채령', '제일', '편임', '헤어', '좀', '항상', '거기', '거기', '임', '채령', '메', '퍼포', '류진', '예지', '노래', '파트', '별로', '채령', '좀', '채령', '예지', '류진', '리아', '유나']"
"['남편', '제왕절개', '모성애', '거래', '댓글']","['제', '겁', '엄살', '가라', '사람', '선택', '제왕', '남편', '이야기', '배아', '파서', '자연', '만해', '모성애', '덜', '사지', '왜', '제왕절개', '남', '자연', '잘만', '왜너', '식자', '도무지', '이해', '제왕절개', '정상', '방법', '생각', '출산', '고통', '생각', '저', '시선', '철', '사람', '고통', '최소한', '출산', '제', '기적', '건가']"
"['나', '생리', '소름']","['생리', '거의', '때', '샤워', '전', '떵마려워', '생리대', '퍈티', '화장실', '바닥', '말', '새', '생리대', '집게벌레', '진짜', '진짜', '진짜', '기분', '소름']"
"['얘', '둘', '썸네일']","['하이픈', '선우', '성훈', '직캠', '내', '썸네일', '캡쳐', '우성훈']"
"['이', '말', '나']","['내', '고등학교', '년', '은', '임', '아무', '말', '안', '피하', '왕따', '작년', '아치', '남자', '애가', '내', '아이패드', '박살', '쌤', '신고', '돈', '못', '걔', '친구', '노', '여자애', '입맛', '내', '년', '것', '소문', '쫙', '퍼뜨려', '전혀', '애', '도', '전남친', '술', '다른', '애', '뭐', '소문', '애', '나', '피하', '꼽주', '애', '은근', '나', '무시', '꼽줘', '내', '손', '절하', '신발', '마이웨이', '혼자', '내', '친구', '남자', '애가', '사건', '전', '걔', '날', '걔', '학교', '척', '가끔', '연락', '어제', '하소연', '좀', '걔', '뒤', '애', '나', '대해', '얘기', '싹', '면서', '애', '학교폭력', '신고', '안', '집단', '따돌림', '거임', '뭐', '직접', '폭력', '니', '신고', '내', '해', '진심', '애', '신고', '걔', '마음', '자기', '개입', '못', '자기', '학교', '척', '안', '나', '진짜', '진심', '목소리', '학폭', '그게', '것', '거임', '혼자', '성적', '공부', '공부', '그냥', '다른', '사람', '눈', '내', '내', '말', '추가', '그냥', '글', '다시', '신고', '말', '왜', '면', '무시', '왕따', '직접', '괴롭힘', '소문', '퍼뜨린다', '우리', '학교', '단체', '신고', '수도', '아이패드', '사건', '작년', '초', '부모님', '대면', '상대', '부모님', '진짜', '뻔', '돈', '못', '거', '웬', '신고', '소용', '마음', '나']"
"['노제', '아이', '키', '사진']","['아이', '키', '사진', '삶', '여우', '아이', '키', '노제', '진짜', '사랑', '둘', '친목', '더']"
"['진심', '왜', '놀토', '엔시', '티', '안보']","['스엠', '컴백', '때', '레벨', '계속', '에스', '파도', '곧', '엔시', '티', '놀토', '초', '도영', '한번', '끝임', '진심', '올해', '애초', '예능', '자체', '놀토', '정도', '무조건', '올해', '물']"
"['걸스', '플래닛', '개']","['탑', '한국인', '명', '만약', '데뷔', '케이팝', '좀', '몇몇', '사람', '진짜', '방송', '한국말', '는걸', '적', '거의', '사람', '한국', '연예인', '왜', '함', '독재', '행동', '사람', '명', '애', '왜', '탑인', '애', '명', '이번', '화', '보고', '개', '걸스', '플래닛', '순위', '최유진', '김채현', '션샤오팅', '유리나', '차이', '빙', '김드연', '안', '정민', '엠넷', '예능', '돌', '스엠']"
"['나', '전남친', '대학', '옴']","['대판', '알', '그냥', '중때', '처음', '이자', '마지막', '남친', '둘', '성격', '불', '시도', '때', '서로', '때', '잠깐', '연락', '나', '재수', '그냥', '줌', '강의', '때', '걔', '이름', '나', '학번', '사람', '캠', '안키', '단말', '학교', '줌', '이름', '옆', '학번', '그냥', '이름', '때문', '걔', '애', '걔', '우리', '학교', '교수', '다음', '강의', '때', '꼭', '캠', '키라', '큰일', '나', '걔', '세훈', '진짜', '얼굴', '다시']"
[],"['나', '회피', '그동안', '거', '상처', '행동', '왜', '너', '상처', '생각', '그동안', '이유', '니', '탓', '어쩌면', '알', '그냥', '인정', '인정', '너', '평생', '거', '니', '탓', '끝', '기적', '미안', '염치', '나', '이제', '나', '사람', '사람', '꼭']"
"['안', '친', '애가', '내', '마스크', '멋대로']","['만난', '일', '안', '애가', '나', '너', '마스크', '모습', '못', '손', '내', '마스크', '확', '주작', '진짜', '옆', '다른', '애', '나', '원래', '이미지', '관리', '애', '장난', '진심', '뭐', '마스크', '다시', '아무', '일', '듯', '다시', '폰', '다른', '애', '내', '눈치', '보고', '분위기', '갑', '진짜', '얘', '뭐', '애임']"
"['혹시', '우울증', '극복', '애']","['오늘', '처음', '정신과', '약', '상담', '치료', '혹시', '판녀', '우울증', '거나', '우울증', '극복', '사람', '법', '좀', '다시', '멘탈', '잡고', '스스로', '내', '자신', '지기', '학교', '집', '계속', '스트레스', '다시', '절망', '공부', '해도', '고등학생', '내', '무기', '건가', '혹시', '친구', '댓글', '한번', '미안', '곧', '화장', '뷰티', '톡', '틴트', '엔시', '티', '방탄', '쿠션', '밤', '공부', '계속', '왕따', '엄마', '등등', '과거', '생각', '계속', '나', '미래', '환경', '못', '고라', '전학', '못', '가출', '못', '사랑', '정말']"
"['방탄', '노래', '로', '등장', '미드']","['유포리아', '대세', '대세', '만남', '개', '드라마', '개꿀잼', '완전', '힙', '완전', '파격']"
"['누가', '더']","['채령', '스파', '지젤', '지젤', '추', '채령', '반', '형님', '에스', '파', '지젤', '카리나', '닝닝', '윈터', '리아', '예지', '류진', '채령', '유나']"
"['남돌', '직캠', '추천', '좀']","['레전드', '서치', '용', '방탄소년단', '엑소', '투바', '투', '비투비', '엔시', '티', '세븐', '틴', '몬스타', '엑스', '아스트로', '하이픈', '펜타곤', '데이', '식스', '더보이즈', '스키', '아이콘', '뉴이스트']"
"['네', '운동', '얼마나', '함']","['추', '추', '일주일', '세번', '상반', '일주일', '한번', '아예', '안함', '방탄', '진', '정국', '뷔', '슈가', '지민', '제이', '홉', '알엠', '제니', '로제', '리사', '지수', '뷰티', '톡', '틴트']"
"['너', '친구', '사이', '그', '분위기']","['약간', '정도', '우리', '멤버', '고정', '쯤', '보통', '학기', '기먈', '즈음', '다', '가잔', '말', '이월드', '카페', '시내', '인생', '컷', '뭐', '사진', '인스타', '용', '사진', '그날', '사진', '유용', '톡', '파고', '그대로', '멤버', '고정', '뭔가', '멤버', '고정', '위해', '더욱더', '느낌', '늘', '나']"
"['김판녀', '짝사랑', '현황']","['약간', '이제', '내', '내일', '아침', '찌', '말', '움', '대화', '어케', '말']"
"['에스', '파', '진짜', '카리나', '별로', '구나']","['소녀시대', '레드', '벨벳', '에스', '파', '소녀시대', '비주', '얼', '윤아', '레드', '벨벳', '비주', '얼', '아이린']"
"['에이', '티', '놀토']",['매력']
"['김재환', '연예인', '고통', '거']","['이미지', '세탁', '강약', '강', '지보', '은애', '무시', '난', '여', '수치', '막말', '고개', '못', '술', '분노']"
"['윈터', '쌩', '흑발']","['에스', '파', '티저', '보고', '쌩', '흑발', '앞머리', '뱅이', '런가']"
"['얘', '노제', '이', '거', '제발']","['진짜', '뻥', '안치', '오늘', '학원', '계속', '생각', '하루', '종일', '생각', '누구', '사람', '좀', '듯', '생각', '댓', '사람', '분', '내', '뇌', '원망', '곳', '제', '능력', '발휘', '전지윤', '율', '초롱', '얘', '정말', '이제', '증말', '왜', '톡', '닮은꼴', '찾기', '동참', '정말', '댓', '중', '내', '생각', '사람', '뭔가', '댓', '보고', '사람', '분', '전지윤', '율희님', '애', '진짜', '약간', '옛날', '얼짱', '분위기', '내', '착각', '건가', '거', '노제', '무슨', '연예인', '진짜', '누구', '어이', '거', '연예인', '사람', '생각', '그게', '생각', '안나', '나', '어제', '저녁', '네', '보기', '누구', '사람', '제발', '좀']"
"['얘', '뮤뱅', '엠씨', '월']","['내', '사람', '줌', '진짜', '연차', '얼마', '신인', '정도', '돌이', '연차', '좀', '남', '돌이', '방탄', '방탄소년단', '엑소', '엔시', '티', '투바', '투', '툽', '더보이즈', '하이픈', '비투비', '에이', '티', '트와이스', '블랙', '핑크', '마마', '무', '마이걸', '레드', '벨벳', '에스', '파', '스테이', '에이핑크', '위', '클리']"
"['자신', '아침', '형', '인간', '줄', '알', '분']",[]
"['패션', '명품', '라인', '제니', '생각', '이', '제', '로', '제']","['화보', '쪽', '사람', '일']"
['속지'],"['말', '적극', '구애', '속도', '사람', '나', '자신', '존중', '사람', '나리', '네', '생각', '무기', '너', '주말', '랍시고', '다른', '여자', '어디', '우리', '낭만', '줄', '알', '친구', '감히', '수가', '불', '특정', '다수', '곳', '얼마나', '다행', '인지', '말', '행동', '전혀', '돌이', '나', '그', '돌', '쓰레기']"
"['이건', '그림', '작가', '노리', '그린', '거']","['무슨', '피', '오히려']"
"['지금', '에이', '티', '팬']","['이', '에이', '티', '던데', '에이', '티', '개빡쎈', '무대', '박대', '상일', '줄', '좀', '의외', '최산', '에이', '티', '컨셉']"
"['김은희', '작가', '김은숙', '작가', '딸', '대본']",[]
"['로제', '솔로', '때', '왜', '안']",[]
"['애', '자기', '이', '거', '대답', '바']","['친구', '놀', '때', '몇', '명', '이서', '젤', '선호', '함', '난', '프제', '포함', '둘이서', '과', '몰입', '재미']"
"['해찬', '류진', '추반', '리즈']","['해찬', '류진', '팬', '진짜', '아무', '상관', '이', '셋', '하나', '지금', '증거', '거', '해찬', '류진', '팬', '좀', '더', '말', '듯', '게', '항상', '거', '바', '거', '시간', '때', '류진', '먼저', '항상', '해찬', '나중', '임', '도', '팬', '최애', '행동', '행동', '때', '것', '느낌', '손짓', '해찬', '상보', '월', '일', '류진', '건', '월', '일', '예고', '버블', '사진', '엔시', '티', '자컨', '보라', '막', '류진', '버블', '월초', '엔시', '티', '자컨', '월', '일', '이번', '년도', '초', '자컨', '거기', '류진', '말', '거', '댓', '보고', '추가', '찬', '브이', '앱', '구독', '거지', '류진', '구독', '넷플', '취향', '류진', '추천', '건', '월', '해찬', '추천', '건', '월', '대충', '어케', '생각', '추반', '좀', '뭐', '뭐', '반', '추가', '개', '눌렸', '추', '생가', '안', '추', '반']"
"['내', '짝', '사랑', '관심']","['시험', '기간', '독서실', '자주', '조회', '수랭', '댓글', '당황', '우선', '난', '말투', '얘기', '상처', '거짓말', '중딩', '때', '저런', '이모티콘', '친구', '생각', '이모티콘', '보고', '짝남', '내', '친구', '대화', '말투', '성이성', '선생님', '엄마', '아빠', '등등', '내', '사람', '저런', '말투', '것', '척', '고해', '당황', '데', '저건', '내', '오늘', '짝남', '가기', '댓글', '말', '페북', '퍼', '그때', '마지막', '조언']"
"['비투비', '육성', '재', '곧', '전역', '복귀', '전역', '거']","['성재', '스토리', '감격', '진짜', '수고', '푹']"
"['분노', '리뷰']",[]
"['오늘', '콜플', '콜라보', '무대', '방탄']","['정말', '만', '글로벌', '시티즌', '콘서트', '방탄', '버터', '무대', '후', '콜플', '마이', '유니버스', '콜라보', '무대', '방탄', '로', '등장', '진짜', '무대', '참고', '콜', '한국어', '가사도', '한국어', '직접', '노래', '콜플', '뒤', '방탄', '스크린', '보고', '공연', '감동', '임', '진', '파트', '콜플', '언급', '함', '마지막', '때', '제이', '홉', '프리스타일', '댄스', '진짜', '때', '함성', '소리', '제일', '콜플', '방탄', '콜라보', '언급', '확신', '떼창', '곡임', '우리', '콘서트']"
"['반려', '묘', '올케']","['아이', '유치원', '올케', '뭐', '전화', '고양이', '소변', '실수', '고부', '신청', '넌지시', '화장실', '소변', '실수', '둘째', '전', '그때', '마리', '화장실', '일년', '몇번', '다른', '곳', '오줌', '대요', '제', '그', '여', '고양이', '매력', '둘째', '오기', '전', '거의', '잠', '자고', '올케', '깃털', '걸', '고양이', '장난감', '관심', '둘째', '도잠', '덜', '자고', '시간', '보고', '좀', '활동', '안구', '쪽', '질환', '일년', '번은', '눈병', '병원', '둘째', '서일', '년', '눈병', '첫째', '때', '사람', '올케', '집', '가도', '고양이', '걸', '정도', '방', '대요', '올케', '주', '양육', '올케', '겨우', '다른', '사람', '지지도', '올케', '겨우', '지게', '고양이', '진짜', '맛', '그', '생각', '샴', '고양이', '생각', '확', '요', '올케', '동물', '함부로', '벌', '자기', '정도', '여자', '라며', '안고', '식', '이야기', '댓글', '말', '동물', '자기', '걱정', '요', '저', '샴', '아이', '여', '고양이', '어차피', '아예', '동물', '생각', '만요', '올케', '친정', '어머님', '사돈', '댁', '길고양이', '길고양이', '마리', '올케', '고양이', '년', '페르시아', '아이', '진짜', '사람', '손', '거의', '잠', '또', '올케', '것', '문제', '올케', '년', '전', '샴', '고양이', '남아', '시작', '샴', '고양이', '친화력', '정말', '장난', '대요', '도', '고양이', '구경', '고', '동생', '집', '기고', '릉그릉', '올케', '뒤', '졸졸', '면', '일어나서', '마중', '올케', '걸음', '올케', '때', '옆', '고저', '무슨', '강', '진', '줄', '올케', '샴', '친구', '완전', '마음', '올케', '노력', '대요', '아이', '모두', '중성', '예방접종', '고여', '고양이', '샴', '고양이', '자꾸', '건', '때', '올케', '샴고양이', '페르시아', '고양이', '자꾸', '이불', '오줌', '화장실', '베란다', '개', '화장실', '개', '벤토', '부모', '하나', '청소', '자주', '페르시아', '고양이', '자꾸', '이불', '환', '자기', '몸', '손', '츄르', '때', '졸졸', '보기', '개', '이', '고양이', '더', '비교', '달', '전', '계속', '파양', '이야기', '누가', '사람', '샴', '고양이', '대요', '화장실', '다채롭', '왜', '자꾸', '이불', '오줌', '츄르', '때', '년', '정이', '뚝', '듯', '자꾸', '보고', '고전', '동물', '건', '건', '질색', '혹시', '학대', '동생', '그냥', '애정', '상태', '뭔가', '해꼬', '샴고양이', '대우', '듯', '제', '스트레스', '이번', '기회', '고양이', '한번', '보시', '누구', '사람', '나이', '인기', '아이', '누가', '걱정']"
"['얘', '나', '좀', '도', '주']","['나라', '이름', '좀', '지금', '소설', '준비', '중이', '지도', '중이', '초록색', '산맥', '연두색', '전부', '그냥', '땅', '기후', '유럽', '생각', '여기', '나라', '좀', '아무', '이름', '댓글', '하나', '내', '얘', '이름', '너희', '준', '이름', '이건', '월드', '맵', '부지역', '전체', '지도']"
"['재현', '성격', '진짜', '생색', '안내', '편']","['정', '재현']"
"['알람', '개', '무시', '판녀']","['시반', '엄마', '밥']"
"['오늘', '트위터', '글']","['하이브', '팬', '생각', '함', '방탄소년단', '세븐', '틴', '투바', '투', '하이브', '뉴이스트', '뷔', '하이픈']"
"['에스', '파', '애', '세대']","['더보이즈', '워', '원', '스키즈', '세대', '년', '년', '세대', '스파', '스테이', '투바', '투', '어스', '베리', '베리', '트', '레저', '씨아이', '엑스', '위', '클리', '비티얘', '세대']"
"['남돌', '공대생', '느낌', '나', '짤', '좀']","['나', '공대', '지망', '고', '판녀', '요즘', '공부', '맛', '안남', '너드', '짤', '보고', '공부', '자극', '좀', '게시', '글', '방탄', '엑소', '엔시', '티', '더보이즈', '세븐', '틴', '스키', '투바', '투', '비티', '앤', '오프', '하이픈']"
"['방탄소년단', '이', '거', '실화']","['트로트', '전향', '이', '게머', '바지', '핏', '실화', '커뮤', '인의', '전담', '어디', '감', '빅히트', '머', '함정', '국', '진', '뷔', '슈가', '제이', '홉', '알엠', '지민']"
"['도대체', '실수', '반복', '인간', '왜', '건가']","['매번', '실수', '패턴', '사수', '준', '안', '멋대로', '진행', '업무', '누락', '직장', '정말', '부분', '실수', '이유', '뭐', '인간', '뭐', '문제', '가요', '진짜', '이유', '이해', '본인', '실수', '함', '다른', '부서', '팀원', '나름', '선', '수습', '팀원', '적반하장', '기적', '태도', '이나', '정신과', '진단', '좀', '주변', '서하', '씨', '진짜', '왜', '말', '정도', '진짜', '정신과', '거']"
"['채령', '실물', '진짜', '안', '못', '오히려']","['키', '조카', '비율', '눈', '여기', '온갖', '욕', '거', '맘', '아픔', '팬', '절대', '그냥', '춤', '거', '정도', '생각', '실물', '유나', '사람', '채령', '실물', '진짜', '깜짝', '음', '완전', '인형', '비주', '얼', '이', '정도', '진짜', '실물', '보고', '놀람']"
"['한국', '남자', '만난', '러시아', '녀']","['녀', '세상', '제일']"
"['남돌', '자', '컨', '추천', '좀']","['달방', '본진', '봄', '방탄', '방탄소년단', '엑소', '엔시', '티', '세븐', '틴', '투바', '투', '툽', '더보이즈', '하이픈', '비투비', '에이', '티', '트와이스', '블랙', '핑크', '마마', '무', '마이걸', '레드', '벨벳', '에스', '파', '스테이', '에이핑크', '위', '클리']"
"['블랙', '핑크', '지수', '프랑스', '공항', '난리', '남']","['지수', '프랑스', '공항', '도착', '난리', '남경', '호원', '더', '거', '좀', '위협', '프랑스', '인기', '블랙', '핑크', '지수', '제니', '로제', '리사']"
"['나', '눈', '누구', '닮음']","['나', '눈', '누구', '닮음', '화장', '때', '참고', '친구', '민달팽이', '비둘기', '개', '소리', '누구', '뷰티', '틴트', '마스카라', '메이크업', '화장']"
"['백신', '거부', '눈치', '사람']","['저', '거부', '요즘', '백신', '거부', '찬반논란', '특정', '집단', '카페', '백신', '글', '백신', '가족', '타인', '위해', '집', '식당가', '카페', '여행', '거부', '다가', '코로나', '그', '결정', '상응', '책임', '기적', '무임', '승차', '등등', '식', '사람', '사람', '사람', '이전', '게시', '물', '백신', '백신', '키즈', '카페', '캠핑', '카페', '맛집', '여름', '휴가', '백신', '잘만', '사람', '백신', '백신', '뇨', '마인드', '도대체', '마인드', '입', '제발', '타인', '위', '말', '좀', '가슴', '손', '생각', '진정', '타인', '위해', '경우', '수', '내', '속', '나', '이', '사회', '위해', '생각', '겁']"
"['오늘', '엠씨']","['다음주', '꼭', '니니', '시티', '성찬', '트', '레저', '지훈', '안유진']"
"['한국', '삼겹살', '이슬람', '여성']",[]
"['돌', '속눈썹', '거', '별로']","['사진', '프리지아', '노제', '개', '속눈썹']"
"['조카', '제', '게', '건가']","['방탈', '살', '언니', '만난', '남자', '애', '온', '네', '달', '남자', '애', '못', '언니', '양육비', '소송', '건', '상태', '구', '애', '일', '부모님', '애', '부모님', '두', '분', '일', '상황', '제', '상황', '제', '백수', '학교', '공부', '학생', '내년', '이면', '수능', '빠듯한데', '절대', '못', '저', '보고', '조카', '인정', '머리', '년', '등등', '막말', '다가', '내', '인생', '언니', '것', '왜', '나', '보고', '화', '싸대기', '부모님', '애', '제', '내', '아이', '왜', '제', '책임', '눈물', '진짜']"
